fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_points,efficiency
33.0,0.0,73.9,1.2,1.3,0.4,0.0,0.6,0,168.0,0.3146067415730337
41.2,0.0,43.5,1.7,0.3,0.4,0.4,0.6,0,148.5,0.32142857142857145
34.8,50.0,45.9,1.3,0.3,0.2,0.0,0.6,0,114.4,0.4905660377358491
43.4,41.7,59.0,0.9,1.0,0.4,0.0,0.7,0,137.70000000000002,0.36986301369863017
35.5,29.0,75.0,1.2,0.3,0.1,0.1,0.2,0,71.3,0.359375
42.9,36.8,84.4,3.1,6.5,0.9,0.2,3.0,1,1558.0,0.49222797927461137
41.0,38.6,78.6,3.8,2.4,0.9,0.5,1.6,1,778.4,0.4455128205128205
31.8,16.7,52.9,1.4,2.5,0.4,0.1,0.7,0,99.0,0.19230769230769232
51.6,0.0,75.1,8.2,1.0,1.2,1.8,1.4,1,864.0,0.46875
41.2,31.0,74.6,2.4,3.0,1.0,0.3,2.0,1,896.6999999999999,0.5104166666666666
42.8,35.0,80.6,4.0,0.9,0.7,0.5,1.2,1,721.6,0.3142857142857143
43.8,0.0,76.4,5.7,1.2,0.5,0.9,1.2,1,608.3000000000001,0.2992424242424243
46.1,27.4,57.0,4.4,0.7,1.2,0.8,0.9,1,623.1999999999999,0.3153846153846154
45.8,22.2,74.9,5.8,1.5,0.7,0.9,1.3,1,702.0,0.34615384615384615
43.9,35.9,75.8,4.1,1.2,0.6,0.2,1.3,1,745.1999999999999,0.3622047244094488
37.2,32.6,54.6,1.8,2.1,0.4,0.1,1.2,1,378.2,0.2672413793103448
35.8,32.3,66.7,2.6,1.3,0.9,0.2,0.6,0,56.400000000000006,0.30322580645161296
60.8,50.0,37.1,7.6,0.5,1.0,1.6,0.9,1,474.0,0.38164251207729466
49.3,20.0,74.6,5.9,0.8,0.5,0.5,0.6,0,270.0,0.30303030303030304
54.5,42.9,80.9,3.7,0.5,0.2,0.6,0.7,1,379.5,0.3142857142857143
41.8,37.5,82.9,2.7,2.9,0.9,0.5,1.1,1,229.6,0.3218390804597701
38.4,32.8,64.4,2.4,1.2,0.8,0.2,0.6,1,390.0,0.2890173410404624
41.7,38.6,90.9,1.2,2.8,0.5,0.0,0.9,1,553.8,0.41764705882352937
40.7,33.2,71.4,2.0,0.7,0.6,0.2,0.7,1,467.20000000000005,0.37647058823529417
47.9,42.1,75.9,2.1,0.5,0.3,0.2,0.9,0,487.19999999999993,0.5649350649350648
43.0,0.0,52.3,4.5,0.7,0.6,0.4,1.3,1,336.0,0.31788079470198677
44.6,38.4,84.3,1.5,0.9,0.2,0.2,0.7,1,372.09999999999997,0.4121621621621621
37.1,31.5,57.1,0.9,3.0,0.5,0.1,1.2,0,144.0,0.20547945205479454
32.7,20.9,81.8,3.3,0.7,0.5,0.3,0.7,1,229.1,0.21641791044776115
40.7,39.3,100.0,1.5,0.8,0.3,0.2,0.4,0,119.6,0.17293233082706766
48.2,0.0,53.3,4.7,0.5,0.3,0.7,0.8,1,378.0,0.45801526717557256
41.5,20.0,88.9,0.9,0.8,0.5,0.1,0.2,0,52.8,0.35036496350364965
43.6,25.7,66.7,1.7,0.3,0.3,0.3,0.5,0,233.10000000000002,0.2913385826771654
36.8,37.8,58.8,1.0,0.7,0.3,0.0,0.6,0,155.1,0.26829268292682923
38.2,13.8,76.9,2.0,0.8,0.5,0.1,0.8,1,292.0,0.3278688524590164
40.0,38.3,71.9,2.2,0.9,0.2,0.2,0.6,0,204.0,0.3305785123966942
58.2,0.0,64.3,3.1,0.2,0.4,0.2,0.4,0,173.9,0.32173913043478264
51.3,0.0,66.7,3.7,0.9,0.2,0.5,0.7,1,233.7,0.36607142857142855
51.5,0.0,61.0,2.8,0.1,0.3,0.8,0.4,0,128.79999999999998,0.28282828282828276
37.5,28.0,72.4,0.9,0.6,0.4,0.1,0.5,0,118.89999999999999,0.2929292929292929
40.0,32.5,72.4,3.5,1.5,0.7,0.3,0.7,0,174.0,0.22568093385214008
47.6,0.0,76.8,2.8,0.3,0.1,0.1,0.5,1,184.0,0.48936170212765956
38.1,17.4,56.3,0.9,1.3,0.2,0.1,0.7,0,100.80000000000001,0.2560975609756098
38.4,25.0,72.4,0.8,1.2,0.2,0.1,0.8,0,91.0,0.3333333333333333
29.5,22.6,89.5,0.3,1.0,0.2,0.0,0.6,0,75.6,0.3733333333333333
35.3,30.0,100.0,0.8,0.2,0.1,0.1,0.3,1,71.3,0.48437499999999994
41.5,38.0,75.9,3.2,3.8,0.7,0.1,2.6,1,844.8000000000001,0.3962848297213623
42.8,31.3,76.4,3.6,2.3,0.9,0.3,2.1,0,705.6,0.4285714285714286
40.1,30.6,79.8,3.2,2.8,1.7,0.1,1.9,1,560.5,0.32871972318339104
45.2,33.7,55.1,4.8,2.1,1.2,0.5,1.3,1,598.5,0.33216783216783213
36.6,30.5,78.9,3.5,4.4,0.9,0.3,1.8,1,798.6,0.44485294117647056
44.8,37.9,83.2,2.6,4.1,0.8,0.1,1.6,1,747.5,0.45098039215686275
44.3,41.4,86.8,2.4,2.0,0.7,0.3,1.6,1,825.0,0.5122950819672132
49.3,37.6,77.3,5.1,1.1,1.3,0.4,0.7,1,505.6,0.32916666666666666
31.3,11.1,82.1,1.5,2.1,0.6,0.3,1.3,0,77.0,0.25925925925925924
58.6,0.0,66.5,7.7,0.8,0.7,1.0,1.2,1,469.2,0.4533333333333333
37.2,34.6,68.2,3.5,0.7,1.1,0.5,0.6,0,303.59999999999997,0.21198156682027647
41.2,26.8,69.7,4.7,0.6,0.5,0.5,1.2,1,580.8000000000001,0.4093023255813954
39.9,8.0,76.7,2.0,3.2,0.4,0.1,1.5,1,181.5,0.270935960591133
39.9,34.7,71.7,4.4,1.0,0.7,0.7,1.1,1,466.20000000000005,0.3794871794871795
39.3,27.6,77.6,1.4,2.0,0.7,0.0,1.6,1,442.0,0.35051546391752575
38.6,36.1,83.3,1.2,1.8,0.5,0.1,1.1,1,463.59999999999997,0.4086021505376343
44.7,15.0,87.2,1.3,3.3,0.7,0.1,1.2,0,295.8,0.33142857142857146
44.6,31.6,63.2,1.8,0.6,0.3,0.3,0.6,0,166.60000000000002,0.36567164179104483
51.3,33.3,72.0,4.0,0.6,0.8,0.3,1.2,0,358.40000000000003,0.3832335329341318
42.9,33.3,72.7,2.2,0.9,0.5,0.1,0.9,1,424.8,0.4528301886792453
47.3,0.0,78.6,4.2,0.8,0.3,0.4,0.5,1,168.1,0.26973684210526316
45.2,0.0,83.9,3.0,0.3,0.2,0.2,0.6,1,168.0,0.26666666666666666
50.7,0.0,65.2,3.6,0.3,0.5,0.3,0.5,0,197.79999999999998,0.3108108108108108
42.3,33.9,61.5,3.9,0.3,0.6,0.5,0.5,0,162.8,0.30136986301369867
54.5,0.0,70.7,3.2,0.5,0.7,1.6,0.6,0,159.5,0.20863309352517986
42.1,0.0,55.8,3.3,0.4,0.4,0.5,0.9,0,205.8,0.362962962962963
39.0,20.0,82.4,1.4,1.6,0.4,0.2,0.9,0,62.699999999999996,0.25781249999999994
37.2,28.9,71.4,1.3,1.4,0.4,0.1,0.9,0,167.2,0.30894308943089427
40.0,28.6,71.2,1.4,2.0,0.4,0.0,0.8,1,230.4,0.2950819672131148
50.8,33.3,75.0,2.6,0.5,0.3,0.4,0.4,1,216.20000000000002,0.38842975206611574
46.7,26.1,81.5,2.4,0.5,0.3,0.2,0.7,1,210.0,0.43859649122807015
32.5,20.0,70.0,0.9,0.9,0.1,0.2,1.0,0,148.2,0.3513513513513513
39.1,37.3,91.7,0.8,0.5,0.1,0.0,0.5,0,176.0,0.41904761904761906
43.2,36.2,40.0,2.4,0.8,0.1,0.1,0.6,1,114.4,0.4444444444444444
42.4,0.0,50.0,2.2,0.2,0.1,0.8,0.3,0,57.2,0.22680412371134023
38.9,37.5,50.0,1.0,1.0,0.4,0.3,0.6,0,72.8,0.22950819672131148
33.3,26.3,59.3,0.8,1.3,0.3,0.0,1.1,0,127.6,0.3020833333333333
38.1,37.8,100.0,0.9,0.9,0.3,0.1,0.6,1,110.2,0.33333333333333337
40.5,18.2,76.8,1.3,0.3,0.3,0.1,0.3,1,109.2,0.3058823529411765
44.6,0.0,66.7,1.6,0.2,0.1,0.4,0.4,0,115.2,0.3855421686746988
50.6,29.2,64.2,12.1,3.8,0.8,0.6,2.7,1,1845.0,0.5921052631578947
40.9,29.6,76.6,4.6,8.3,1.8,0.5,3.8,1,1131.6,0.43386243386243384
49.7,39.3,76.9,6.4,1.9,1.0,0.2,1.3,1,795.4,0.3129032258064516
43.0,16.7,68.7,8.6,2.5,1.1,0.8,3.3,1,1142.1,0.49473684210526314
55.1,0.0,62.2,7.5,1.3,1.2,0.6,1.0,1,752.0,0.3381294964028777
39.7,35.6,69.6,3.0,1.9,0.7,0.7,1.2,1,711.0,0.34351145038167946
57.6,0.0,55.5,7.1,0.6,0.6,1.0,0.7,1,500.5,0.3130081300813008
38.4,25.8,86.9,2.5,2.8,0.9,0.1,2.0,0,491.4,0.4775510204081632
42.5,31.8,80.8,3.9,2.0,0.6,0.2,1.0,1,561.6,0.3130434782608696
42.4,27.6,74.4,2.8,3.6,1.1,0.3,2.4,1,542.7,0.29515418502202645
45.1,41.9,80.8,2.5,1.2,0.3,0.1,1.0,1,784.0,0.46445497630331756
45.3,29.7,76.2,3.7,1.1,1.0,0.4,1.1,1,475.8,0.37681159420289856
51.7,0.0,59.5,5.3,0.5,0.4,0.9,1.0,1,530.4,0.34517766497461927
43.5,44.4,76.7,1.3,1.9,0.4,0.2,0.7,0,81.0,0.4909090909090909
39.4,31.5,77.3,3.3,0.7,0.7,0.3,1.3,1,453.59999999999997,0.3128491620111732
43.7,0.0,65.6,3.1,0.7,0.4,1.5,0.8,1,237.79999999999998,0.23033707865168535
37.4,37.0,76.3,2.6,1.6,0.6,0.1,1.2,0,318.6,0.34104046242774566
48.5,47.3,71.1,1.9,1.1,0.4,0.3,1.0,1,388.8,0.31952662721893493
55.8,0.0,71.4,3.8,0.8,0.3,0.7,0.6,1,327.59999999999997,0.3772455089820359
54.9,0.0,67.3,3.9,0.5,0.5,0.7,0.6,1,344.5,0.3231707317073171
43.3,0.0,56.0,3.0,0.3,0.4,1.2,0.6,1,258.0,0.296551724137931
38.3,24.2,73.1,2.9,0.6,0.3,0.3,0.3,0,191.1,0.29770992366412213
40.6,36.0,70.6,1.3,0.4,0.3,0.1,0.2,1,184.79999999999998,0.25225225225225223
42.4,37.5,58.9,1.5,1.6,0.3,0.2,0.6,0,159.6,0.36538461538461536
37.4,30.0,57.1,1.1,1.8,0.4,0.1,0.8,1,98.89999999999999,0.22330097087378636
35.7,28.3,78.6,1.7,0.7,0.3,0.2,0.5,0,159.6,0.38
66.1,0.0,70.3,2.0,0.5,0.3,0.3,0.4,1,176.4,0.3829787234042553
53.3,0.0,50.0,1.9,0.2,0.3,0.4,0.4,1,18.0,0.12658227848101264
45.5,41.7,59.1,0.9,1.2,0.1,0.0,1.0,0,110.2,0.3972602739726028
35.6,10.0,53.3,1.0,1.1,0.2,0.1,0.8,0,50.599999999999994,0.3194444444444444
48.5,0.0,73.9,1.0,0.2,0.1,0.2,0.5,0,82.0,0.3846153846153846
45.8,25.5,74.8,5.3,5.8,1.5,0.4,3.0,1,1447.2,0.5403225806451613
46.2,43.7,88.5,4.5,5.9,1.9,0.2,3.0,1,1400.0,0.48342541436464087
37.1,37.4,81.7,3.4,5.7,1.3,0.2,2.4,1,1271.0,0.4754601226993865
27.7,26.2,87.5,1.6,0.5,0.3,0.1,0.4,0,55.0,0.2358490566037736
41.7,35.8,82.6,2.4,4.4,1.0,0.0,2.9,0,1093.5,0.4671280276816609
47.7,40.0,85.1,2.5,5.7,1.0,0.1,2.7,1,942.4,0.44604316546762585
49.4,0.0,64.6,7.5,0.9,0.6,1.3,1.4,1,738.0,0.3345724907063197
45.1,37.4,81.4,2.9,1.6,0.8,0.1,1.0,1,1058.5,0.56640625
48.3,38.2,82.9,2.3,1.5,0.8,0.2,1.1,1,770.8000000000001,0.38056680161943324
44.2,39.0,75.6,2.6,3.8,1.1,0.3,2.1,1,584.0,0.3305785123966942
40.3,37.5,80.8,3.2,1.8,1.1,0.3,1.4,1,752.4,0.43231441048034935
40.1,31.0,71.5,4.5,2.9,0.6,0.1,1.6,0,655.2,0.3716814159292035
39.3,29.2,85.7,2.0,0.7,0.3,0.3,0.7,0,68.0,0.34
49.8,25.0,76.3,2.9,0.7,0.6,0.2,0.8,1,662.1999999999999,0.3981481481481481
51.5,41.0,75.7,1.9,3.1,0.7,0.0,1.3,1,539.5,0.4088669950738916
44.1,36.9,77.0,3.0,1.2,0.5,0.1,0.7,1,658.6,0.4427860696517413
45.8,38.9,80.9,1.9,2.0,0.8,0.1,1.0,1,481.59999999999997,0.443298969072165
55.6,0.0,54.7,6.4,0.8,0.6,0.5,1.4,1,639.6,0.4285714285714286
42.4,39.5,87.1,2.1,1.0,0.3,0.1,1.0,1,501.59999999999997,0.3626373626373626
45.1,19.6,77.7,2.5,0.7,0.4,0.3,1.2,0,592.0,0.4484848484848485
41.8,31.0,72.2,1.6,3.3,0.5,0.1,1.1,1,380.7,0.29936305732484075
41.0,34.5,80.0,1.6,1.9,0.6,0.1,1.1,1,408.8,0.4740259740259741
54.2,34.1,81.1,10.5,2.0,0.7,1.7,2.2,0,1500.6000000000001,0.571875
49.3,0.0,67.6,3.7,0.4,0.3,0.5,0.6,1,244.4,0.39097744360902253
46.4,30.5,82.1,2.5,0.5,0.4,0.4,0.7,1,351.9,0.38345864661654133
50.2,0.0,75.4,2.8,0.6,0.2,0.6,0.5,0,270.0,0.3435114503816794
53.4,0.0,59.7,4.1,0.4,0.3,0.1,0.4,0,145.6,0.22222222222222224
43.6,35.1,70.0,1.1,0.8,0.5,0.2,1.0,1,135.0,0.4032258064516129
38.8,31.8,79.5,1.6,0.7,0.3,0.1,0.4,1,282.0,0.39166666666666666
49.5,0.0,64.6,2.5,0.2,0.4,0.3,0.2,1,245.7,0.34821428571428575
39.6,0.0,62.3,2.1,0.5,0.4,0.1,0.3,1,205.9,0.25892857142857145
66.2,0.0,90.0,2.5,0.0,0.2,0.4,0.3,1,105.30000000000001,0.25961538461538464
39.6,21.9,83.7,0.9,1.7,0.5,0.1,0.7,1,227.20000000000002,0.31683168316831684
46.3,28.6,66.7,1.4,0.3,0.4,0.2,0.3,0,188.1,0.351063829787234
35.4,35.7,71.1,1.0,0.4,0.2,0.2,0.4,0,132.0,0.3260869565217392
35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,111.8,0.3132530120481927
35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,111.8,0.3132530120481927
37.1,40.0,72.2,1.2,0.4,0.1,0.3,0.5,1,137.70000000000002,0.36000000000000004
30.0,16.7,58.3,0.7,1.2,0.3,0.2,0.9,0,20.4,0.2698412698412698
37.2,32.1,60.0,1.1,0.0,0.1,0.1,0.3,0,43.199999999999996,0.3870967741935483
50.8,16.7,68.6,7.0,1.2,0.4,1.1,2.3,0,927.5,0.5833333333333334
39.6,31.3,84.6,0.7,0.5,0.3,0.1,0.6,0,57.49999999999999,0.44230769230769224
43.8,38.4,87.9,3.8,3.2,1.1,0.2,2.8,1,1517.0,0.4868421052631579
47.5,22.2,78.8,3.9,6.3,0.8,0.2,2.5,1,1360.8,0.454054054054054
45.6,38.9,85.4,2.6,2.8,1.0,0.5,2.1,1,1255.8000000000002,0.46938775510204095
39.8,27.1,81.5,4.9,5.3,1.3,0.2,3.3,1,1254.6000000000001,0.47076923076923083
42.0,36.7,76.7,2.8,4.9,1.9,0.1,2.0,1,820.0,0.3125
53.1,0.0,79.3,8.1,1.0,0.5,1.8,1.8,1,1066.0,0.4262295081967213
49.7,0.0,69.2,7.4,1.1,0.6,0.7,1.8,1,910.1999999999999,0.395017793594306
43.0,43.9,89.3,1.8,3.5,0.6,0.0,1.6,1,849.6,0.44528301886792454
42.2,27.6,68.4,5.2,1.5,0.9,0.3,1.2,0,499.20000000000005,0.22377622377622378
45.9,10.5,78.9,9.1,1.0,0.4,0.6,1.5,1,899.1,0.4387351778656126
45.0,40.4,83.0,2.3,1.2,1.0,0.2,0.9,1,646.8000000000001,0.33333333333333337
47.2,40.7,77.2,5.4,1.0,0.5,0.5,1.5,1,1125.9,0.560483870967742
42.3,37.3,69.7,3.1,0.9,0.5,0.5,1.0,1,607.5,0.3375
47.8,46.7,87.0,3.0,1.2,0.5,0.2,0.8,1,676.6999999999999,0.44690265486725655
56.4,0.0,63.7,7.0,0.5,0.4,1.1,1.4,0,542.9,0.413953488372093
45.9,34.4,70.7,2.3,1.8,0.8,0.5,1.2,0,296.8,0.25480769230769235
39.3,36.5,84.5,4.7,0.8,0.7,0.3,0.9,1,488.40000000000003,0.3718592964824121
43.8,0.0,66.7,4.6,0.6,0.7,0.7,0.6,1,425.59999999999997,0.29015544041450775
40.3,32.9,78.1,2.1,1.8,0.6,0.3,1.0,1,438.90000000000003,0.34545454545454546
50.2,25.0,77.3,3.7,0.4,0.3,0.7,0.6,1,608.3000000000001,0.48125000000000007
49.4,0.0,66.0,3.9,0.3,0.4,1.0,0.8,1,487.5,0.4276315789473684
41.2,32.5,69.1,1.7,2.1,0.7,0.0,1.4,0,290.7,0.37748344370860926
63.3,0.0,38.5,4.5,0.2,0.2,1.1,0.8,1,227.89999999999998,0.296551724137931
47.1,0.0,66.7,3.5,0.7,0.3,1.1,0.8,1,497.0,0.4930555555555556
39.2,34.6,79.1,0.8,1.7,0.3,0.0,0.9,0,360.4,0.38686131386861317
41.0,35.1,73.7,3.4,3.3,1.2,0.2,2.5,0,1056.0,0.46808510638297873
46.0,25.0,82.3,1.1,1.2,0.3,0.2,0.7,1,215.60000000000002,0.368421052631579
36.5,25.9,80.6,1.1,1.5,0.3,0.0,1.1,1,227.89999999999998,0.346774193548387
41.6,34.8,69.9,1.9,0.7,0.3,0.5,0.9,1,277.3,0.38842975206611574
40.6,39.4,64.0,0.7,2.0,0.5,0.0,1.1,1,168.0,0.3010752688172043
50.8,0.0,70.6,2.9,0.4,0.3,0.7,0.5,1,225.60000000000002,0.3983050847457627
38.9,39.5,80.0,2.0,0.5,0.3,0.5,0.4,0,156.0,0.35135135135135137
29.2,22.0,50.0,2.2,0.9,0.3,0.1,0.4,1,51.300000000000004,0.24770642201834864
42.3,34.3,84.0,2.5,2.6,0.6,0.3,2.1,0,1048.8,0.4981949458483755
51.8,0.0,69.1,2.0,0.1,0.2,0.7,0.5,1,186.0,0.30392156862745096
43.0,0.0,68.6,1.7,0.2,0.2,0.1,0.3,0,96.89999999999999,0.22619047619047616
36.5,40.0,85.7,0.9,0.8,0.3,0.0,0.6,0,88.8,0.29268292682926833
43.0,28.8,87.3,4.3,2.4,1.0,0.9,2.9,1,1624.0,0.5867052023121387
42.7,27.6,74.4,4.7,1.5,0.6,0.6,2.0,1,840.0,0.3723404255319149
48.5,32.8,74.1,6.2,1.2,1.0,1.4,0.7,1,663.0,0.3057553956834532
42.9,33.1,74.3,4.5,1.2,0.6,0.5,1.6,0,1003.3,0.4652014652014651
42.8,33.0,73.2,2.6,4.2,0.8,0.0,1.7,1,498.20000000000005,0.36015325670498083
37.5,30.7,78.4,4.2,1.6,0.8,0.2,1.6,0,591.3,0.3506493506493506
38.1,33.2,82.5,3.0,1.3,0.4,0.1,1.1,1,519.2,0.3606557377049181
37.4,19.4,80.0,3.7,1.4,1.0,0.3,1.1,1,458.2,0.2543859649122807
53.9,31.6,73.8,4.2,0.8,1.0,0.1,0.9,1,606.8,0.3904761904761904
48.2,0.0,69.1,5.6,1.1,0.9,0.9,1.2,1,488.4,0.3188405797101449
43.8,30.0,63.0,3.6,0.9,0.4,0.5,0.8,1,255.5,0.37244897959183676
40.1,18.8,81.4,2.3,2.8,0.9,0.1,1.4,1,433.2,0.39999999999999997
46.8,22.0,73.7,3.9,1.1,0.8,0.1,0.7,1,423.4,0.30526315789473685
53.8,0.0,60.9,4.4,0.4,0.4,1.4,1.0,0,408.79999999999995,0.31999999999999995
49.8,21.4,72.7,5.5,0.7,0.4,1.4,1.1,0,618.0,0.4517543859649123
61.6,0.0,66.1,4.9,0.5,0.4,0.2,0.6,1,340.2,0.47928994082840237
40.1,20.6,79.2,1.0,2.0,0.5,0.0,1.0,0,235.20000000000002,0.27272727272727276
43.9,40.0,81.5,1.5,0.8,0.5,0.1,1.3,1,562.5,0.487012987012987
45.5,28.6,65.9,3.0,0.3,0.3,0.7,0.6,1,342.0,0.3082191780821918
48.4,0.0,66.0,3.0,0.4,0.5,0.3,0.9,1,310.5,0.33088235294117646
42.1,27.0,69.2,2.2,1.0,0.4,0.0,1.1,0,280.0,0.4117647058823529
45.9,19.0,65.5,3.2,0.6,0.2,0.6,0.8,1,333.7,0.35877862595419846
41.1,20.8,78.2,1.8,0.7,0.4,0.1,0.5,1,277.5,0.2868217054263566
41.3,33.0,85.7,1.1,1.7,0.3,0.1,0.9,1,265.2,0.4369747899159664
42.6,34.6,79.3,1.0,1.1,0.5,0.0,0.6,1,118.4,0.32173913043478264
53.3,41.7,63.5,2.1,0.7,0.5,0.2,0.6,0,222.29999999999998,0.3482142857142857
47.1,0.0,59.3,2.6,0.3,0.2,0.2,0.5,0,98.8,0.17757009345794392
56.1,0.0,68.2,3.4,0.4,0.3,0.4,0.5,0,106.6,0.3980582524271844
50.5,0.0,56.6,2.8,0.7,0.3,0.3,0.9,1,262.3,0.43
37.9,16.7,43.8,2.0,0.6,0.3,0.4,0.6,1,91.0,0.13131313131313133
55.4,0.0,67.5,2.6,0.2,0.2,0.6,0.3,1,152.0,0.40404040404040403
40.8,0.0,64.3,1.6,0.3,0.2,0.4,0.5,0,121.60000000000001,0.37647058823529417
42.9,0.0,65.4,0.8,0.2,0.2,0.1,0.1,0,57.6,0.21428571428571427
26.1,23.1,0.0,0.4,0.1,0.0,0.2,0.3,0,15.400000000000002,0.35483870967741943
56.3,0.0,64.8,5.3,0.6,0.7,1.0,0.7,0,462.0,0.3271028037383178
45.6,37.7,83.8,4.4,4.0,1.2,0.2,2.0,1,957.6,0.4745762711864407
37.6,33.7,71.0,2.9,2.1,0.4,0.1,1.7,0,920.4000000000001,0.39597315436241615
42.2,36.4,72.7,4.5,1.3,0.9,0.9,1.8,1,842.4000000000001,0.4
41.8,20.7,64.7,3.7,3.8,1.6,0.1,1.8,1,499.20000000000005,0.2723404255319149
43.4,36.8,85.4,2.7,2.8,0.7,0.3,1.9,1,828.1999999999999,0.4410480349344978
50.3,0.0,72.2,5.0,0.4,0.3,1.2,0.7,1,567.0,0.40723981900452483
45.7,28.3,79.6,2.0,0.9,1.1,0.0,1.0,0,369.6,0.38308457711442784
45.2,46.1,66.7,2.1,1.4,0.7,0.5,0.7,0,343.2,0.30985915492957744
53.1,0.0,62.4,5.1,0.6,0.6,0.2,0.9,1,606.8000000000001,0.3957219251336899
45.5,50.0,76.4,5.4,0.5,0.6,0.5,1.2,1,445.5,0.29411764705882354
52.5,33.3,67.3,5.2,0.8,0.8,0.9,1.1,1,557.6,0.37777777777777777
46.4,34.7,60.9,1.9,0.4,0.6,0.3,0.6,1,442.2,0.3793103448275862
39.5,28.2,84.7,2.1,3.3,0.4,0.0,1.8,0,537.1999999999999,0.4096385542168674
39.5,28.2,84.7,2.1,3.3,0.4,0.0,1.8,0,537.1999999999999,0.4096385542168674
42.4,41.9,71.8,1.5,1.2,0.4,0.1,0.7,1,276.0,0.2787878787878788
50.5,18.5,56.7,4.3,0.6,0.8,0.7,0.7,1,333.20000000000005,0.31410256410256415
45.7,28.6,71.2,5.3,1.5,1.3,0.6,0.9,0,168.2,0.27358490566037735
42.2,32.8,71.1,1.7,1.9,0.6,0.1,1.0,1,316.8,0.2913907284768212
38.6,41.4,76.4,1.5,0.9,0.4,0.1,0.9,0,291.40000000000003,0.4105960264900663
38.2,27.7,58.5,2.0,1.6,0.6,0.1,1.1,0,234.0,0.3020134228187919
41.0,38.8,90.0,1.2,0.9,0.3,0.0,0.5,1,252.0,0.4054054054054054
47.5,0.0,60.6,3.7,0.6,0.6,1.1,1.3,1,374.40000000000003,0.3880597014925373
53.8,0.0,66.1,3.1,0.3,0.4,0.6,0.8,0,259.6,0.34375
41.7,0.0,48.5,2.5,0.3,0.2,0.5,0.5,0,124.7,0.23387096774193547
41.0,33.7,73.0,4.1,1.2,0.5,0.5,0.7,0,607.5,0.3554502369668246
46.9,36.5,55.0,1.8,0.5,0.1,0.2,0.5,1,179.4,0.32231404958677684
52.8,0.0,67.5,1.3,0.4,0.7,0.1,0.4,1,257.59999999999997,0.3801652892561983
36.7,32.1,86.0,1.8,1.0,0.4,0.1,0.6,0,183.60000000000002,0.23275862068965522
50.8,0.0,78.7,2.3,0.2,0.2,0.7,0.4,1,191.39999999999998,0.2869565217391304
44.6,0.0,73.6,3.4,0.2,0.2,0.3,0.8,1,264.6,0.368421052631579
54.4,0.0,59.7,2.7,0.2,0.2,0.5,0.6,1,173.6,0.2743362831858407
57.9,0.0,54.4,2.9,0.2,0.2,0.3,0.5,0,256.2,0.3818181818181818
43.3,34.6,84.4,0.7,1.3,0.4,0.0,0.4,0,168.1,0.3904761904761905
36.6,35.1,67.6,0.7,1.5,0.4,0.0,0.5,1,142.79999999999998,0.35051546391752575
31.0,28.6,85.0,2.4,0.7,0.5,0.2,0.5,0,116.0,0.19323671497584544
38.1,24.0,73.3,0.9,0.4,0.4,0.1,0.4,0,117.6,0.32941176470588235
55.6,0.0,66.7,1.3,0.2,0.3,0.1,0.4,0,176.9,0.3580246913580247
46.2,11.1,56.1,1.3,0.4,0.3,0.0,0.4,1,110.0,0.32894736842105265
46.2,11.1,56.1,1.3,0.4,0.3,0.0,0.4,0,110.0,0.32894736842105265
56.8,0.0,60.0,1.9,0.1,0.2,0.1,0.8,0,91.2,0.3380281690140845
36.0,33.3,100.0,0.7,0.2,0.1,0.0,0.1,1,52.5,0.2727272727272727
43.0,28.2,84.7,5.1,7.8,2.2,0.1,2.4,1,1255.8000000000002,0.4472222222222223
39.1,35.8,72.5,3.3,5.6,1.3,0.1,2.3,1,952.0,0.3953488372093023
46.3,32.7,70.6,6.4,1.1,0.7,0.8,1.2,1,1053.0,0.44673539518900346
40.3,36.1,69.9,3.3,2.7,1.1,0.1,1.5,1,704.0,0.3044982698961938
42.1,41.6,70.4,2.4,4.5,0.8,0.2,1.8,1,864.0,0.375
52.7,10.0,68.1,5.0,0.7,0.9,0.4,0.7,0,346.5,0.2736318407960199
44.3,24.5,74.7,4.8,0.8,0.6,0.3,1.1,1,671.5,0.3441295546558705
47.7,33.3,82.5,5.8,0.8,0.5,0.7,1.5,1,799.5,0.5082644628099173
46.2,32.3,77.7,4.9,1.2,0.7,0.8,1.0,1,585.0,0.331858407079646
48.7,33.3,75.2,4.9,1.0,0.6,0.1,0.9,1,463.59999999999997,0.33628318584070793
40.7,39.7,75.2,2.3,2.0,0.8,0.0,1.6,1,669.6,0.4345794392523365
41.5,38.0,90.0,1.9,1.2,0.4,0.1,1.3,0,591.6999999999999,0.4778325123152709
44.2,26.3,80.0,2.0,2.8,0.5,0.0,1.3,1,529.3000000000001,0.33168316831683176
47.0,34.8,63.4,3.1,4.5,1.2,0.1,1.7,0,494.09999999999997,0.30808080808080807
47.8,33.3,81.2,3.1,0.8,0.5,0.2,1.1,1,536.0,0.3383838383838384
41.5,34.1,71.2,2.1,1.6,0.7,0.2,1.2,1,333.2,0.37569060773480656
39.9,35.7,85.9,2.1,0.6,0.3,0.2,0.7,1,402.59999999999997,0.3771428571428571
45.0,37.2,73.6,1.8,0.8,0.6,0.3,1.1,0,624.1,0.4593023255813954
59.6,0.0,57.7,4.5,0.6,0.5,0.3,0.8,1,341.7,0.30177514792899407
